name,rank,branch,incidentdate,state,day,month,year,pop1950
"SEITZINGER, BERNARD",Maj,UNITED STATES AIR FORCE,11/27/51,IOWA,27,11,1951,2621000
"SELBY, DONALD",Pvt,UNITED STATES ARMY,2/12/51,PENNSYLVANIA,12,2,1951,10498012
"SELBY, RAY",Sgt,UNITED STATES ARMY,2/12/51,TEXAS,12,2,1951,7748000
"SELDON, ARTHUR",Pvt,UNITED STATES ARMY,6/10/52,LOUISIANA,10,6,1952,2701000
"SELF, ALBERT",Sfc,UNITED STATES ARMY,11/4/50,ILLINOIS,4,11,1950,8712176
"SELL, LARRY",Sgt,UNITED STATES ARMY,12/1/50,NORTH CAROLINA,1,12,1950,4060000
"SELLERS, REGIS",1st Lt,UNITED STATES AIR FORCE,12/18/51,PENNSYLVANIA,18,12,1951,10498012
"SELLERS, THOMAS",Maj,UNITED STATES MARINE CORPS,7/20/53,TEXAS,20,7,1953,7748000
"SELLS, CHARLES",ENS,UNITED STATES NAVY,7/25/53,COLORADO,25,7,1953,1337000
"SELLS, GAIL",Cpl,UNITED STATES ARMY,12/1/50,OHIO,1,12,1950,7946627
"SELMAN, CLIFFORD",1st Lt,UNITED STATES AIR FORCE,5/17/53,INDIANA,17,5,1953,3952000
"SELOOVER, RICHARD",Pvt,UNITED STATES ARMY,9/6/50,ILLINOIS,6,9,1950,8712176
"SELVESTER, VERNON",Pvt,UNITED STATES ARMY,11/2/50,MISSISSIPPI,2,11,1950,2169000
"SEMETGES, GEORGE",Pfc,UNITED STATES ARMY,10/26/52,ILLINOIS,26,10,1952,8712176
"SEMINARA, VINCENT",Pfc,UNITED STATES ARMY,11/2/50,NEW YORK,2,11,1950,14830192
"SENAY, JOHN",Pfc,UNITED STATES ARMY,2/12/51,MASSACHUSETTS,12,2,1951,4690000
"SENIOR, GEORGE",2nd Lt,UNITED STATES AIR FORCE,7/4/51,PENNSYLVANIA,4,7,1951,10498012
"SENZ, CHARLES",Pfc,UNITED STATES ARMY,12/2/50,WISCONSIN,2,12,1950,3449000
"SERBACK, JOSEPH",Pfc,UNITED STATES ARMY,11/27/50,WEST VIRGINIA,27,11,1950,2006000
"SERBASCEWICZ, CUSTER",Sgt,UNITED STATES ARMY,4/23/51,CONNECTICUT,23,4,1951,2007280
"SERRANO, DANIEL",Pvt,UNITED STATES ARMY,5/19/51,CALIFORNIA,19,5,1951,10586223
"SERWISE, LUTHER",Sgt,UNITED STATES ARMY,2/12/51,INDIANA,12,2,1951,3952000
"SESLER, PHILIP",Pfc,UNITED STATES ARMY,7/20/50,PENNSYLVANIA,20,7,1950,10498012
"SETTLE, ALAIN",1st Lt,UNITED STATES ARMY,11/25/50,TEXAS,25,11,1950,7748000
"SEWELL, DAVID",Sgt,UNITED STATES ARMY,11/28/50,MINNESOTA,28,11,1950,2995000
"SEWELL, NATHUL",Cpl,UNITED STATES ARMY,11/26/50,TEXAS,26,11,1950,7748000
"SEXTON, TALMAGE",Pfc,UNITED STATES ARMY,7/12/50,VIRGINIA,12,7,1950,3262000
"SEYDEL, KARLE",1stLt,UNITED STATES MARINE CORPS,12/7/50,COLORADO,7,12,1950,1337000
"SHACKELFORD, HOWARD",Pfc,UNITED STATES ARMY,7/14/50,OKLAHOMA,14,7,1950,2193000
"SHACKELFORD, REGINALD",Pfc,UNITED STATES ARMY,1/1/51,FLORIDA,1,1,1951,2821000
"SHADDICK, JOHN",2nd Lt,UNITED STATES AIR FORCE,1/29/53,FLORIDA,29,1,1953,2821000
"SHADID, ROMUS",Cpl,UNITED STATES ARMY,12/1/50,OKLAHOMA,1,12,1950,2193000
"SHAFFER, WILLIAM",Pvt,UNITED STATES ARMY,4/23/51,NEW YORK,23,4,1951,14830192
"SHAFFRON, PAUL",Pvt,UNITED STATES ARMY,7/27/50,PENNSYLVANIA,27,7,1950,10498012
"SHANAHAN, JEREMIAH",Capt,UNITED STATES MARINE CORPS,7/27/51,MASSACHUSETTS,27,7,1951,4690000
"SHANK, GEORGE",Sgt,UNITED STATES ARMY,11/1/50,OHIO,1,11,1950,7946627
"SHANKLIN, JOEL",Pvt,UNITED STATES ARMY,2/12/51,OHIO,12,2,1951,7946627
"SHANKS, ROBERT",Cpl,UNITED STATES ARMY,12/1/50,WASHINGTON,1,12,1950,2386000
"SHANNON, ROBERT",Cpl,UNITED STATES ARMY,12/6/50,PENNSYLVANIA,6,12,1950,10498012
"SHARLAND, HENRY",Pfc,UNITED STATES ARMY,11/30/50,MASSACHUSETTS,30,11,1950,4690000
"SHARP, JOHN",Pvt,UNITED STATES ARMY,11/11/50,MARYLAND,11,11,1950,2376000
"SHARP, RALEIGH",Pfc,UNITED STATES ARMY,7/14/50,OKLAHOMA,14,7,1950,2193000
"SHARP, WILLIAM",Pfc,UNITED STATES ARMY,7/24/50,OHIO,24,7,1950,7946627
"SHARP, WILLIAM",Pvt,UNITED STATES ARMY,7/6/53,IOWA,6,7,1953,2621000
"SHARPE, ALIN",Pfc,UNITED STATES ARMY,11/30/50,VIRGINIA,30,11,1950,3262000
"SHARPE, ROBERT",PFC,UNITED STATES MARINE CORPS,11/30/50,NEW JERSEY,30,11,1950,4860000
"SHARROW, RICHARD",Cpl,UNITED STATES ARMY,7/25/50,PENNSYLVANIA,25,7,1950,10498012
"SHAUL, LYLE",Sgt,UNITED STATES ARMY,11/26/50,NEBRASKA,26,11,1950,1324000
"SHAW, CHARLES",Pfc,UNITED STATES ARMY,12/6/50,MICHIGAN,6,12,1950,6421000
"SHAW, RALPH",Cpl,UNITED STATES ARMY,11/2/50,WEST VIRGINIA,2,11,1950,2006000
"SHAW, WILLIE",Pvt,UNITED STATES ARMY,11/5/51,ARKANSAS,5,11,1951,1906000
"SHAY, CHARLES",Pfc,UNITED STATES ARMY,1/21/53,NEW JERSEY,21,1,1953,4860000
"SHAY, JOHN",Pfc,UNITED STATES ARMY,5/19/51,ILLINOIS,19,5,1951,8712176
"SHECKLEN, GEORGE",HM3,UNITED STATES NAVY,7/19/53,CALIFORNIA,19,7,1953,10586223
"SHEED, ROBERT",Pfc,UNITED STATES ARMY,7/14/53,PENNSYLVANIA,14,7,1953,10498012
"SHEEHAN, ROBERT",1st Lt,UNITED STATES AIR FORCE,1/23/52,WASHINGTON,23,1,1952,2386000
"SHEETS, JOHN",Pvt,UNITED STATES ARMY,9/22/52,MICHIGAN,22,9,1952,6421000
"SHELEMBA, JOHN",Pvt,UNITED STATES ARMY,7/20/50,MICHIGAN,20,7,1950,6421000
"SHELGREN, FRED",Pvt,UNITED STATES ARMY,7/8/53,NEW YORK,8,7,1953,14830192
"SHELL, GLENN",Pfc,UNITED STATES ARMY,4/16/53,WASHINGTON,16,4,1953,2386000
"SHELTON, CHARLIE",Pvt,UNITED STATES ARMY,6/28/52,SOUTH CAROLINA,28,6,1952,2119000
"SHELTON, LESLIE",1stLt,UNITED STATES MARINE CORPS,12/27/52,ALABAMA,27,12,1952,3060000
"SHELTON, PHILIP",Pfc,UNITED STATES ARMY,2/12/51,PENNSYLVANIA,12,2,1951,10498012
"SHELTON, WILLIAM",Cpl,UNITED STATES ARMY,11/27/50,CALIFORNIA,27,11,1950,10586223
"SHEMWELL, THOMAS",Sgt,UNITED STATES ARMY,10/23/52,TENNESSEE,23,10,1952,3304000
"SHEPARD, HAROLD",Pvt,UNITED STATES ARMY,7/27/50,NORTH CAROLINA,27,7,1950,4060000
"SHEPARD, ROBERT",Cpl,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"SHEPPARD, CLAUDE",Pvt,UNITED STATES ARMY,11/28/50,CALIFORNIA,28,11,1950,10586223
"SHEPPARD, JAMES",Sgt,UNITED STATES ARMY,12/1/50,MARYLAND,1,12,1950,2376000
"SHERIFF, LOUIS",Pvt,UNITED STATES ARMY,4/24/51,PENNSYLVANIA,24,4,1951,10498012
"SHERMAN, ALBERT",Pvt,UNITED STATES ARMY,6/10/53,NEW YORK,10,6,1953,14830192
"SHERMAN, EARL",M/Sgt,UNITED STATES ARMY,7/20/50,MARYLAND,20,7,1950,2376000
"SHERRY, ALLEN",Pvt,UNITED STATES ARMY,7/27/50,PENNSYLVANIA,27,7,1950,10498012
"SHERRY, VERNON",Pvt,UNITED STATES ARMY,7/27/50,PENNSYLVANIA,27,7,1950,10498012
"SHEWMAKER, JOHN",1st Lt,UNITED STATES AIR FORCE,10/23/51,KENTUCKY,23,10,1951,2957000
"SHIBAO, HIROSHI",Pfc,UNITED STATES ARMY,7/20/50,CALIFORNIA,20,7,1950,10586223
"SHICK, HILTON",Pfc,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"SHIELDS, EVERETT",1st Lt,UNITED STATES AIR FORCE,7/19/53,MISSISSIPPI,19,7,1953,2169000
"SHIELDS, THOMAS",Capt,UNITED STATES AIR FORCE,10/23/51,NEW YORK,23,10,1951,14830192
"SHINABARGER, DALE",Cpl,UNITED STATES ARMY,12/5/50,CALIFORNIA,5,12,1950,10586223
"SHIPMAN, FREDERICK",Cpl,UNITED STATES MARINE CORPS,7/19/53,NORTH CAROLINA,19,7,1953,4060000
"SHIPP, WILLARD",Sfc,UNITED STATES ARMY,11/11/50,LOUISIANA,11,11,1950,2701000
"SHIPPEN, CHARLES",Pfc,UNITED STATES ARMY,11/2/50,ILLINOIS,2,11,1950,8712176
"SHIRLEY, GERALD",Sfc,UNITED STATES ARMY,7/13/53,TEXAS,13,7,1953,7748000
"SHIRTZ, ALTON",Sgt,UNITED STATES ARMY,11/30/50,IDAHO,30,11,1950,592000
"SHOEMAKER, FRANCIS",Sgt,UNITED STATES ARMY,11/30/50,PENNSYLVANIA,30,11,1950,10498012
"SHOLES, ERVIN",Pfc,UNITED STATES ARMY,7/27/50,VIRGINIA,27,7,1950,3262000
"SHOOK, JOHN",LTJG,UNITED STATES NAVY,9/30/52,OHIO,30,9,1952,7946627
"SHOOP, HENRY",Cpl,UNITED STATES ARMY,10/15/52,CALIFORNIA,15,10,1952,10586223
"SHORT, MARVIN",Pfc,UNITED STATES ARMY,9/3/50,VIRGINIA,3,9,1950,3262000
"SHORT, R.V.",Pfc,UNITED STATES ARMY,11/28/50,OKLAHOMA,28,11,1950,2193000
"SHORTELL, JAMES",Cpl,UNITED STATES ARMY,10/24/52,NEW YORK,24,10,1952,14830192
"SHORTER, JAMES",Pfc,UNITED STATES ARMY,7/14/50,SOUTH CAROLINA,14,7,1950,2119000
"SHORTINO, RAYMOND",Cpl,UNITED STATES ARMY,10/12/51,PENNSYLVANIA,12,10,1951,10498012
"SHREVES, JIM",Pfc,UNITED STATES ARMY,10/21/50,TEXAS,21,10,1950,7748000
"SHUCK, HERBERT",Cpl,UNITED STATES ARMY,12/12/50,WASHINGTON,12,12,1950,2386000
"SHULMAN, IRVING",Pvt,UNITED STATES ARMY,7/11/53,PENNSYLVANIA,11,7,1953,10498012
"SHULTS, REMBERT",Pvt,UNITED STATES ARMY,2/12/51,VIRGINIA,12,2,1951,3262000
"SHULTZ, HOMER",Pfc,UNITED STATES ARMY,2/13/51,MISSOURI,13,2,1951,3946000
"SHUPE, GLEN",Pvt,UNITED STATES ARMY,11/2/50,UTAH,2,11,1950,696000
"SHUPP, HOWARD",M/Sgt,UNITED STATES ARMY,10/13/50,TEXAS,13,10,1950,7748000
"SHURBET, WAYNE",Sgt,UNITED STATES ARMY,11/30/50,ARIZONA,30,11,1950,756000
"SHURTZ, HUBERT",Lt Col,UNITED STATES ARMY,12/1/50,OHIO,1,12,1950,7946627
"SHVONSKI, RICHARD",PFC,UNITED STATES MARINE CORPS,7/7/52,CONNECTICUT,7,7,1952,2007280
"SHY, HENRY",Pfc,UNITED STATES ARMY,9/8/51,ALABAMA,8,9,1951,3060000
"SHYNE, EUGENE",Pfc,UNITED STATES ARMY,5/18/51,MASSACHUSETTS,18,5,1951,4690000
"SIDES, JIMMY",A1C,UNITED STATES AIR FORCE,10/31/52,ARKANSAS,31,10,1952,1906000
"SIDNEY, ALFRED",Cpl,UNITED STATES ARMY,5/18/51,NEW HAMPSHIRE,18,5,1951,531000
"SIDORKA, PETER",Pvt,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"SIEBER, WERNER",1st Lt,UNITED STATES AIR FORCE,9/4/50,TEXAS,4,9,1950,7748000
"SIEDLER, EDWIN",1st Lt,UNITED STATES ARMY,12/1/50,OHIO,1,12,1950,7946627
"SIEGMUND, EARL",Cpl,UNITED STATES ARMY,7/10/50,OHIO,10,7,1950,7946627
"SIFLING, THOMAS",1st Lt,UNITED STATES ARMY,10/7/51,CALIFORNIA,7,10,1951,10586223
"SIGERS, HARVEY",Pfc,UNITED STATES ARMY,7/19/50,MISSOURI,19,7,1950,3946000
"SIGG, RICHARD",LTJG,UNITED STATES NAVY,3/2/52,PENNSYLVANIA,2,3,1952,10498012
"SIHRER, MARVIN",Cpl,UNITED STATES ARMY,11/27/50,SOUTH DAKOTA,27,11,1950,652000
"SIKORA, MICHAEL",Sgt,UNITED STATES MARINE CORPS,11/27/50,PENNSYLVANIA,27,11,1950,10498012
"SILVA, ENFRE",Pfc,UNITED STATES ARMY,7/20/50,CALIFORNIA,20,7,1950,10586223
"SILVERS, J.S.",Pvt,UNITED STATES ARMY,7/6/53,NORTH CAROLINA,6,7,1953,4060000
"SILVIA, JOSEPH",Pfc,UNITED STATES ARMY,2/12/51,RHODE ISLAND,12,2,1951,779000
"SIMEONE, RUDOLPH",Pvt,UNITED STATES ARMY,7/31/52,NEW YORK,31,7,1952,14830192
"SIMMONS, ALBERT",Cpl,UNITED STATES ARMY,8/31/50,PENNSYLVANIA,31,8,1950,10498012
"SIMMONS, JAMES",Pfc,UNITED STATES ARMY,11/29/50,MICHIGAN,29,11,1950,6421000
"SIMMONS, LEON",Cpl,UNITED STATES ARMY,12/1/50,PENNSYLVANIA,1,12,1950,10498012
"SIMMONS, THOMAS",Cpl,UNITED STATES ARMY,6/15/53,NEW YORK,15,6,1953,14830192
"SIMMONS, WALLACE",Sfc,UNITED STATES ARMY,12/6/50,INDIANA,6,12,1950,3952000
"SIMMONS, WILLIAM",Pfc,UNITED STATES ARMY,6/15/53,CALIFORNIA,15,6,1953,10586223
"SIMMS, WILBERT",Cpl,UNITED STATES ARMY,11/27/50,PENNSYLVANIA,27,11,1950,10498012
"SIMON, FRANK",Cpl,UNITED STATES ARMY,11/29/50,MISSOURI,29,11,1950,3946000
"SIMONDS, BRUCE",CDR,UNITED STATES NAVY,10/16/52,CALIFORNIA,16,10,1952,10586223
"SIMONSON, MARSHAL",1stLt,UNITED STATES MARINE CORPS,1/2/51,NEW YORK,2,1,1951,14830192
"SIMPKINS, HERMAN",Sgt,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"SIMPSON, CHARLES",Pfc,UNITED STATES ARMY,12/12/50,KENTUCKY,12,12,1950,2957000
"SIMPSON, JAMES",Pfc,UNITED STATES ARMY,12/1/50,ILLINOIS,1,12,1950,8712176
"SIMPSON, LEWIS",Sgt,UNITED STATES ARMY,11/2/50,OHIO,2,11,1950,7946627
"SIMPSON, SAMUEL",Capt,UNITED STATES ARMY,11/30/50,KENTUCKY,30,11,1950,2957000
"SIMRELL, CARROLL",Pfc,UNITED STATES ARMY,11/30/50,MISSOURI,30,11,1950,3946000
"SIMS, FRANK",Sfc,UNITED STATES ARMY,12/1/50,FLORIDA,1,12,1950,2821000
"SIMS, HOLLY",Pvt,UNITED STATES ARMY,7/10/50,KANSAS,10,7,1950,1915000
"SINGLETON, WILLIAM",Pfc,UNITED STATES ARMY,7/26/51,NORTH CAROLINA,26,7,1951,4060000
"SIPES, ROBERT",Pvt,UNITED STATES ARMY,12/1/50,KENTUCKY,1,12,1950,2957000
"SIRMAN, DONALD",1st Lt,UNITED STATES AIR FORCE,7/7/50,PENNSYLVANIA,7,7,1950,10498012
"SISNEROS, BENNIE",SA,UNITED STATES NAVY,2/2/51,NEW MEXICO,2,2,1951,687000
"SISTRUNK, FRANK",LT,UNITED STATES NAVY,9/3/51,LOUISIANA,3,9,1951,2701000
"SIZEMORE, BILL",Sgt,UNITED STATES ARMY,9/7/51,WEST VIRGINIA,7,9,1951,2006000
"SKARE, CARTER",1st Lt,UNITED STATES AIR FORCE,2/12/51,CALIFORNIA,12,2,1951,10586223
"SKAUG, JOHN",Pvt,UNITED STATES ARMY,7/9/53,WISCONSIN,9,7,1953,3449000
"SKEENS, IRVIN",Pvt,UNITED STATES ARMY,7/20/50,VIRGINIA,20,7,1950,3262000
"SKELTON, JOHN",Cpl,UNITED STATES ARMY,8/26/51,ALABAMA,26,8,1951,3060000
"SKERO, CHARLES",Pvt,UNITED STATES ARMY,7/20/50,PENNSYLVANIA,20,7,1950,10498012
"SKIDMORE, MELVIN",Cpl,UNITED STATES ARMY,12/1/50,CALIFORNIA,1,12,1950,10586223
"SKINNER, KENNETH",Pvt,UNITED STATES ARMY,7/6/50,ILLINOIS,6,7,1950,8712176
"SKINNER, PRESTON",1st Lt,UNITED STATES AIR FORCE,6/11/52,CALIFORNIA,11,6,1952,10586223
"SKWIERAWSKI, JOSEPH",Cpl,UNITED STATES ARMY,11/2/50,WISCONSIN,2,11,1950,3449000
"SLACK, CLARENCE",1st Lt,UNITED STATES AIR FORCE,3/14/51,WEST VIRGINIA,14,3,1951,2006000
"SLADE, WILLIAM",1st Lt,UNITED STATES AIR FORCE,5/12/52,FLORIDA,12,5,1952,2821000
"SLAGLE, KENNETH",Pvt,UNITED STATES ARMY,11/6/51,MINNESOTA,6,11,1951,2995000
"SLAGLE, LEONARD",Sgt,UNITED STATES ARMY,4/26/51,MARYLAND,26,4,1951,2376000
"SLATEN, WAYMON",Pfc,UNITED STATES ARMY,9/1/50,ALABAMA,1,9,1950,3060000
"SLATER, JAMES",Pfc,UNITED STATES ARMY,7/16/50,MASSACHUSETTS,16,7,1950,4690000
"SLATTERY, ROBERT",RD2,UNITED STATES NAVY,8/27/52,MASSACHUSETTS,27,8,1952,4690000
"SLEBODA, RICHARD",PFC,UNITED STATES MARINE CORPS,12/2/50,ILLINOIS,2,12,1950,8712176
"SLEDGE, WILLIAM",Pvt,UNITED STATES ARMY,7/9/53,GEORGIA,9,7,1953,3451000
"SLEPPY, MARVIN",MSgt,UNITED STATES AIR FORCE,10/31/52,MINNESOTA,31,10,1952,2995000
"SLOAN, HAROLD",Cpl,UNITED STATES ARMY,11/30/50,MARYLAND,30,11,1950,2376000
"SLOAT, RICHARD",Pvt,UNITED STATES ARMY,7/20/50,TEXAS,20,7,1950,7748000
"SLUDER, DAVID",Sfc,UNITED STATES ARMY,7/14/50,NORTH CAROLINA,14,7,1950,4060000
"SLY, WILLIE",Pfc,UNITED STATES ARMY,11/28/50,LOUISIANA,28,11,1950,2701000
"SMACK, FRED",Pvt,UNITED STATES ARMY,7/22/50,MINNESOTA,22,7,1950,2995000
"SMALLEY, EVERETT",2nd Lt,UNITED STATES ARMY,12/2/50,PENNSYLVANIA,2,12,1950,10498012
"SMALLEY, ROBERT",Pvt,UNITED STATES ARMY,11/27/50,KENTUCKY,27,11,1950,2957000
"SMART, JAMES",Pvt,UNITED STATES ARMY,11/27/50,GEORGIA,27,11,1950,3451000
"SMARTT, RICHARD",PFC,UNITED STATES MARINE CORPS,12/8/50,GEORGIA,8,12,1950,3451000
"SMEAD, WALTER",Pfc,UNITED STATES ARMY,12/6/50,NEW YORK,6,12,1950,14830192
"SMEDLEY, EDWARD",PFC,UNITED STATES MARINE CORPS,9/20/50,COLORADO,20,9,1950,1337000
"SMILEY, PAUL",SSgt,UNITED STATES AIR FORCE,2/11/51,MICHIGAN,11,2,1951,6421000
"SMITH, ALLEN",Pfc,UNITED STATES ARMY,2/12/51,WISCONSIN,12,2,1951,3449000
"SMITH, BILLY",Cpl,UNITED STATES ARMY,11/28/50,ALABAMA,28,11,1950,3060000
"SMITH, BILLY",Pfc,UNITED STATES ARMY,12/1/50,TEXAS,1,12,1950,7748000
"SMITH, BILLY",Pvt,UNITED STATES ARMY,7/12/50,TEXAS,12,7,1950,7748000
"SMITH, CHADWICK",1st Lt,UNITED STATES AIR FORCE,6/15/53,IOWA,15,6,1953,2621000
"SMITH, CHARLES",2nd Lt,UNITED STATES ARMY,9/18/52,MICHIGAN,18,9,1952,6421000
"SMITH, CHARLES",Pfc,UNITED STATES ARMY,11/30/50,INDIANA,30,11,1950,3952000
"SMITH, CHARLES",Pfc,UNITED STATES ARMY,5/18/51,MASSACHUSETTS,18,5,1951,4690000
"SMITH, CHARLES",Pvt,UNITED STATES ARMY,7/27/50,WEST VIRGINIA,27,7,1950,2006000
"SMITH, CLARENCE",Sfc,UNITED STATES ARMY,11/2/50,NEW JERSEY,2,11,1950,4860000
"SMITH, CLAUDINE",M/Sgt,UNITED STATES ARMY,11/27/50,MISSOURI,27,11,1950,3946000
"SMITH, CLIFFORD",Pfc,UNITED STATES ARMY,7/16/50,CALIFORNIA,16,7,1950,10586223
"SMITH, CURTIS",ENS,UNITED STATES NAVY,8/20/50,NEW YORK,20,8,1950,14830192
"SMITH, DAVID",M/Sgt,UNITED STATES ARMY,11/30/50,VIRGINIA,30,11,1950,3262000
"SMITH, DAYLE",Pfc,UNITED STATES ARMY,11/27/50,PENNSYLVANIA,27,11,1950,10498012
"SMITH, DELBERT",Sgt,UNITED STATES ARMY,12/2/50,COLORADO,2,12,1950,1337000
"SMITH, DEWITT",1st Lt,UNITED STATES ARMY,12/1/50,NEW YORK,1,12,1950,14830192
"SMITH, DONALD",Pvt,UNITED STATES ARMY,11/28/50,OREGON,28,11,1950,1532000
"SMITH, DONALD",Pfc,UNITED STATES ARMY,12/2/50,KENTUCKY,2,12,1950,2957000
"SMITH, DONALD",Pfc,UNITED STATES ARMY,11/2/50,OHIO,2,11,1950,7946627
"SMITH, DOUGLAS",1st Lt,UNITED STATES AIR FORCE,3/16/53,WISCONSIN,16,3,1953,3449000
"SMITH, DOYLE",Pfc,UNITED STATES ARMY,12/6/50,WEST VIRGINIA,6,12,1950,2006000
"SMITH, EARL",Sfc,UNITED STATES ARMY,11/27/50,OKLAHOMA,27,11,1950,2193000
"SMITH, EDGAR",Pvt,UNITED STATES ARMY,11/26/51,COLORADO,26,11,1951,1337000
"SMITH, EDWARD",Pfc,UNITED STATES ARMY,11/30/50,PENNSYLVANIA,30,11,1950,10498012
"SMITH, EDWARD",Pfc,UNITED STATES ARMY,8/31/50,PENNSYLVANIA,31,8,1950,10498012
"SMITH, ERNEST",Sgt,UNITED STATES ARMY,10/21/50,CALIFORNIA,21,10,1950,10586223
"SMITH, EUGENE",Pvt,UNITED STATES ARMY,11/27/50,FLORIDA,27,11,1950,2821000
"SMITH, FRANCIS",Cpl,UNITED STATES ARMY,12/2/50,NEBRASKA,2,12,1950,1324000
"SMITH, FRANKLIN",LTJG,UNITED STATES NAVY,9/19/50,SOUTH CAROLINA,19,9,1950,2119000
"SMITH, GEORGE",Cpl,UNITED STATES ARMY,11/27/50,CALIFORNIA,27,11,1950,10586223
"SMITH, GEORGE",Maj,UNITED STATES MARINE CORPS,6/29/51,MONTANA,29,6,1951,598000
"SMITH, GEORGE",Pfc,UNITED STATES ARMY,7/11/50,TEXAS,11,7,1950,7748000
"SMITH, GERALD",ENFN,UNITED STATES NAVY,10/12/50,CALIFORNIA,12,10,1950,10586223
"SMITH, GERALD",PFC,UNITED STATES MARINE CORPS,12/6/50,NEW YORK,6,12,1950,14830192
"SMITH, GERALD",PFC,UNITED STATES MARINE CORPS,11/27/50,MAINE,27,11,1950,911000
"SMITH, GILBERT",Pvt,UNITED STATES ARMY,1/7/51,PENNSYLVANIA,7,1,1951,10498012
"SMITH, GORDON",Pvt,UNITED STATES ARMY,9/20/50,ILLINOIS,20,9,1950,8712176
"SMITH, GRAHAM",Capt,UNITED STATES AIR FORCE,4/30/51,NEW YORK,30,4,1951,14830192
"SMITH, HARRY",Sgt,UNITED STATES ARMY,11/2/50,NEW HAMPSHIRE,2,11,1950,531000
"SMITH, HERBERT",Capt,UNITED STATES MARINE CORPS,12/21/51,FLORIDA,21,12,1951,2821000
"SMITH, HOWARD",Cpl,UNITED STATES ARMY,11/28/50,PENNSYLVANIA,28,11,1950,10498012
"SMITH, JAMES",1st Lt,UNITED STATES AIR FORCE,5/17/52,IOWA,17,5,1952,2621000
"SMITH, JAMES",2nd Lt,UNITED STATES AIR FORCE,11/25/51,KANSAS,25,11,1951,1915000
"SMITH, JAMES",Cpl,UNITED STATES ARMY,11/2/50,IOWA,2,11,1950,2621000
"SMITH, JAMES",Cpl,UNITED STATES ARMY,11/25/50,MARYLAND,25,11,1950,2376000
"SMITH, JAMES",Pvt,UNITED STATES ARMY,11/26/50,MICHIGAN,26,11,1950,6421000
"SMITH, JESSE",Sfc,UNITED STATES ARMY,12/1/50,GEORGIA,1,12,1950,3451000
"SMITH, JIMMY",Pfc,UNITED STATES ARMY,7/30/50,CALIFORNIA,30,7,1950,10586223
"SMITH, JOHN",M/Sgt,UNITED STATES ARMY,7/20/50,NORTH CAROLINA,20,7,1950,4060000
"SMITH, JOHN",Pvt,UNITED STATES ARMY,11/2/50,OHIO,2,11,1950,7946627
"SMITH, JOSEPH",2nd Lt,UNITED STATES ARMY,11/27/50,PENNSYLVANIA,27,11,1950,10498012
"SMITH, JOSEPH",Pfc,UNITED STATES ARMY,8/10/50,NEW JERSEY,10,8,1950,4860000
"SMITH, LAWRENCE",Pfc,UNITED STATES ARMY,8/6/50,OHIO,6,8,1950,7946627
"SMITH, LEONARD",Cpl,UNITED STATES ARMY,11/24/50,FLORIDA,24,11,1950,2821000
"SMITH, LEWIS",Cpl,UNITED STATES ARMY,3/24/53,MONTANA,24,3,1953,598000
"SMITH, LINTON",ATC,UNITED STATES NAVY,7/2/53,TEXAS,2,7,1953,7748000
"SMITH, LOREN",LTJG,UNITED STATES NAVY,8/26/51,OKLAHOMA,26,8,1951,2193000
"SMITH, LOUIS",Cpl,UNITED STATES ARMY,11/27/50,OHIO,27,11,1950,7946627
"SMITH, LUIS",Sfc,UNITED STATES ARMY,11/28/50,ARIZONA,28,11,1950,756000
"SMITH, MARCEL",DC3,UNITED STATES NAVY,10/12/50,WASHINGTON,12,10,1950,2386000
"SMITH, MYRON",Cpl,UNITED STATES MARINE CORPS,11/30/50,NEBRASKA,30,11,1950,1324000
"SMITH, ORVIL",PFC,UNITED STATES MARINE CORPS,11/28/50,CALIFORNIA,28,11,1950,10586223
"SMITH, PAUL",Pvt,UNITED STATES ARMY,11/2/50,MARYLAND,2,11,1950,2376000
"SMITH, RALPH",LT,UNITED STATES NAVY,7/14/53,KANSAS,14,7,1953,1915000
"SMITH, RAYMOND",Pvt,UNITED STATES ARMY,12/2/50,NEW YORK,2,12,1950,14830192
"SMITH, RICHARD",Cpl,UNITED STATES ARMY,11/29/50,KANSAS,29,11,1950,1915000
"SMITH, RICHARD",Sgt,UNITED STATES ARMY,5/18/51,ILLINOIS,18,5,1951,8712176
"SMITH, ROBERT",1st Lt,UNITED STATES AIR FORCE,12/14/51,WEST VIRGINIA,14,12,1951,2006000
"SMITH, ROBERT",Pfc,UNITED STATES ARMY,1/26/51,TEXAS,26,1,1951,7748000
"SMITH, RUFUS",Pfc,UNITED STATES ARMY,11/30/50,ALABAMA,30,11,1950,3060000
"SMITH, SHADRACH",Cpl,UNITED STATES ARMY,11/2/50,MARYLAND,2,11,1950,2376000
"SMITH, STEVE",Cpl,UNITED STATES ARMY,7/6/53,FLORIDA,6,7,1953,2821000
"SMITH, THEODORE",Pfc,UNITED STATES ARMY,9/1/50,MASSACHUSETTS,1,9,1950,4690000
"SMITH, THOMAS",Pvt,UNITED STATES ARMY,8/2/50,MICHIGAN,2,8,1950,6421000
